,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
1913,1073,Soma,Canada,2013,Peru,"Apurimac, El Quinacho Co-op",70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,medicinal,mild fruit,
1914,1259,Soma,Canada,2014,Peru,Maranon Canyon,70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sour orange,,
1915,1307,Soma,Canada,2014,Vanuatu,"Espiritu Santo, 'Smoke Monster', batch sm1",70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,smokey,rich cocoa,
1916,1227,Soma,Canada,2014,Nicaragua,"La Tronca, Matagalpa",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,basic chocolate,accessible,,
1917,1307,Soma,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",80.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,robust,nutty,brownie,
1918,1307,Soma,Canada,2014,Nicaragua,La Dalia,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,woodsy,,
1919,1339,Soma,Canada,2014,Blend,"Little Big Man, Madagascar & Ecuador",70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tart,mild sour,,
1920,1594,Soma,Canada,2015,Venezuela,Porcelana,75.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,balanced,nuts,strawberry,
1921,1594,Soma,Canada,2015,Venezuela,CSB Chama,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasted nuts,dried fruit,,
1922,1828,Soma,Canada,2016,Vietnam,"Tien Giang, Black S., batch VIT60420.0",70.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,honey,blackberry,
1923,1828,Soma,Canada,2016,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,evolves black pepper to citrus,,,
1924,1828,Soma,Canada,2016,Blend,"Abstract S. w/ Jamaica nibs,batch abs60323.0",75.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,banana,nutty,,
1925,1820,Soma,Canada,2016,Dominican republic,"Oko Caribe, Duarte P., Collab w Chocosol",62.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sweet,deep choco,
1926,1820,Soma,Canada,2016,Madagascar,"Sambirano Valley, Black Science, B-60307.0",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,robust dark tropical fruit,,,
1927,1828,Soma,Canada,2016,Brazil,"Bahia Black, batch bra50722.1",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,diluted,mild choco,
1928,1832,Soma,Canada,2016,Ecuador,"Camino Verde, Black S., batch cvu6030.0",70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,banana,harsh ending,
1929,2016,Soma,Canada,2017,Colombia,Arauca,70.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,honey,marshmallow,
1930,2016,Soma,Canada,2017,Fiji,Fiji,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,roasty,woody,
1931,2242,Soma,Canada,2018,Madagascar,"Bejofo, Sambirano V., Akesson E.",70.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,acidic,balanced,
1932,2242,Soma,Canada,2018,Venezuela,"Choroni, Aragua, Finca Torres Farm",70.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,cocoa,,
1933,2068,Soma,Canada,2018,Haiti,"Pisa, Creole Gardens",70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet edge,lemon,muted,
1934,1395,Somerville,U.S.A,2014,U.s.a.,"Hawai'i Island, Big Island",70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,tannic,choco,earthy
1935,1367,Somerville,U.S.A,2014,Nicaragua,Nicaragua,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,dried fruit,complex,
1936,1936,Soul,Canada,2017,Madagascar,Madagascar,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tart,sour,basic,
1937,1936,Soul,Canada,2017,Venezuela,Venezuela,75.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,earthy,roasty,
1938,1940,Soul,Canada,2017,Tanzania,Tanzania,80.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,mild fruit,brownie,
1939,1932,Soul,Canada,2017,Dominican republic,Dominican Republic,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,few grits,sweet,cocoa,
1940,1936,Soul,Canada,2017,Ecuador,Ecuador,75.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,floral,earthy,
1941,1936,Soul,Canada,2017,Papua new guinea,Papua New Guinea,77.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,smokey,fruit,sour
1942,793,Spagnvola,U.S.A,2012,Dominican republic,AgroCriso Plantation,75.0,3.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,floral,,
1943,793,Spagnvola,U.S.A,2012,Dominican republic,AgroCriso Plantation,70.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,floral,dairy,
1944,793,Spagnvola,U.S.A,2012,Dominican republic,AgroCriso Plantation,80.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,muted strawberry,,
1945,1434,Spencer,Australia,2014,Vanuatu,Malekula Island,72.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bready,sour milk,fatty,
1946,1792,Spencer,Australia,2016,Ecuador,"Ecuador, lot E432314L",70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,sandy,,
1947,1792,Spencer,Australia,2016,Madagascar,"Madagascar, lot M0403R",70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,powdery,cherry,astringent,
1948,1792,Spencer,Australia,2016,Dominican republic,"Dominican Republic, lot D82R",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,chocolatey,,
1949,1932,Spencer,U.S.A,2017,Dominican republic,Dominican Republic,70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,robust,grapes,malt
1950,1932,Spencer,U.S.A,2017,Ecuador,Ecuador,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,astringent,,
1951,1932,Spencer,U.S.A,2017,Peru,Peru,70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,earthy,burnt rubber,
1952,1057,Sprungli (Felchlin),Switzerland,2013,Bolivia,Alto Beni,70.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,mild fruit,off note,
1953,1113,SRSLY,U.S.A,2013,Dominican republic,Dominican Republic,70.0,3.0,3,have_bean,have_not_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,unrefined,sweet,mild coffee,
1954,1121,SRSLY,U.S.A,2013,Dominican republic,Dominican Republic,84.0,2.25,3,have_bean,have_not_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,intense coffee,metallic,
1955,1634,Starchild,U.S.A,2015,Ecuador,"Bolivar, Arriba",70.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,coconut,mild vanilla,,
1956,1692,Starchild,U.S.A,2015,Dominican republic,Hispaniola,70.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,coconut,cocoa,few grits,
1957,1692,Starchild,U.S.A,2015,Guatemala,Cacao Verapaz,70.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,dried fruit,coconut,few grits,
1958,1692,Starchild,U.S.A,2015,Nicaragua,Rio Tuma,70.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,brownie,few grits,sandy,
1959,1696,Starchild,U.S.A,2015,Madagascar,Sambirano Valley,70.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,red fruit,coconut,,
1960,729,Stella (aka Bernrain),Switzerland,2011,India,India,72.0,3.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,peanut butter,vanilla,artificial,
1961,859,Stella (aka Bernrain),Switzerland,2012,Brazil,"Bahia, Agri-Forestal Plantation, 2010",68.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,vanilla,moldy,
1962,1291,Stone Grindz,U.S.A,2014,Ecuador,"Ecuador, Midnight Dark, batch 600414",84.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,hints of fruit,,
1963,1291,Stone Grindz,U.S.A,2014,Ecuador,"Ecuador, Twilght Dark, batch 500414",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily surface,floral,earthy,
1964,2012,Stone Grindz,U.S.A,2017,Bolivia,"Wild Bolivia, batch 260",70.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,rubber,off notes,
1965,943,StRita Supreme,U.S.A,2012,Philippines,"Samar, East Visayas region",75.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bland,earthy,,
1966,939,StRita Supreme,U.S.A,2012,Philippines,"Samar, East Visayas region",65.0,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,sweet,,
1967,943,StRita Supreme,U.S.A,2012,Philippines,"Samar, East Visayas region",70.0,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,sweet,vanilla(n),
1968,1157,Sublime Origins,U.S.A,2013,Belize,Moho Valley,78.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,rich,dark berry,
1969,1157,Sublime Origins,U.S.A,2013,Madagascar,Sambirano,67.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,sour,astringent,
1970,1800,Summerbird,Denmark,2016,Peru,Peru,71.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,powdery,vanilla,earthy,
1971,1800,Summerbird,Denmark,2016,Peru,Peru,61.0,2.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,vanilla,
1972,1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,60.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,sweet,nutty,roasty
1973,1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticy,nutty,roasty,off notes
1974,1618,Svenska Kakaobolaget,Sweden,2015,Sri lanka,Sri Lanka,70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,ham,sour,intense,
1975,2434,Svenska Kakaobolaget,Sweden,2019,Tanzania,"Kokoa Kamili, 2017 harvest",74.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fruit,burnt,harsh,
1976,2230,Sweet Escalier,Japan,2018,Venezuela,Chuao,75.0,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,acidic,cocoa,dried fruit,
1977,2234,Sweet Escalier,Japan,2018,Belize,Belize,70.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,buttery,cheesy,,
1978,2242,Sweet Escalier,Japan,2018,Brazil,"Amazonas, Wild Cacao",70.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cardboard,cheesy,,
1979,2234,Sweet Escalier,Japan,2018,Tanzania,Tanzania,75.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,sour,off notes,
1980,2242,Sweet Escalier,Japan,2018,Peru,San Martin,70.0,2.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pungent,molasses,sour,
1981,2470,Sweetness,Canada,2020,Peru,Ucayali,68.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,burnt black licorice,intense,,
1982,2482,Sweetness,Canada,2020,Papua new guinea,Papua New Guinea,73.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,savory lemon,ham,,
1983,2474,Sweetness,Canada,2020,Mexico,Tabasco,74.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fig,earthy,dirty,
1984,761,Szanto Tibor,Hungary,2011,Venezuela,Crudo,70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,sugar dominates,,
1985,939,Szanto Tibor,Hungary,2012,Peru,"Ayacucho, ""El Guinacho""",70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,spicy,,
1986,939,Szanto Tibor,Hungary,2012,Dominican republic,Santo Domingo,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,large unground pieces,,
1987,939,Szanto Tibor,Hungary,2012,Madagascar,Millot Plantation,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,bright fruit,,
1988,1185,Szanto Tibor,Hungary,2013,Madagascar,"Autumn, Primary Harvest, 2012",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,light color,sandy,fruity,
1989,1185,Szanto Tibor,Hungary,2013,Madagascar,"Spring, Secondary Harvest, 2012",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark color,sandy,fruity,
1990,1193,Szanto Tibor,Hungary,2013,Nicaragua,Cacao Blanco,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour milk,hot cocoa,,
1991,1263,Szanto Tibor,Hungary,2014,Cuba,Baracoa,70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,banana,,
1992,1263,Szanto Tibor,Hungary,2014,Venezuela,Porcelana,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,earthy,spice,nutty
1993,1704,Szanto Tibor,Hungary,2015,Ecuador,"Winak, Sumaco",70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coarse,spicy cinnamon,,
1994,1708,Szanto Tibor,Hungary,2015,Brazil,"Fazenda Sempre Firme, Bahia",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,earthy,tea,
1995,1668,Szanto Tibor,Hungary,2015,Ecuador,Nacional,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,brownie,sour,
1996,1704,Szanto Tibor,Hungary,2015,Cuba,Baracoa,88.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,spicy,earthy,
1997,1704,Szanto Tibor,Hungary,2015,Madagascar,Ambolikapiky,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour orange,fatty,,
1998,1708,Szanto Tibor,Hungary,2015,Vietnam,"Ben Tre, Mekong Delta",70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,mild citrus,,
1999,1105,Tabal,U.S.A,2013,Peru,"Peru, batch 96",70.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,fatty,vegetal,mint
2000,1101,Tabal,U.S.A,2013,Costa rica,"Costa Rica, batch 83",70.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,licorice,dried fruit,burnt fuel,
2001,1101,Tabal,U.S.A,2013,Dominican republic,Dominican Republic,70.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,cardboard,sour,
2002,1105,Tabal,U.S.A,2013,Mexico,"Chiapas, Lacandon Jungle, batch 95",70.0,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,fuel,earthy,
2003,1450,Tablette (aka Vanillabeans),Japan,2015,Papua new guinea,Papua,62.0,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,smoke,ham,
2004,1450,Tablette (aka Vanillabeans),Japan,2015,Vietnam,Vietnam,60.0,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,butter,caramel,
2005,1450,Tablette (aka Vanillabeans),Japan,2015,Colombia,Colombia,70.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,flat,smoke,marshmallow,
2006,1680,Tablette (aka Vanillabeans),Japan,2015,Trinidad,Trinidad,77.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,grassy,smokey,
2007,2286,Tala,Vietnam,2019,Vietnam,Vietnam,75.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense cocoa,fatty,sticky,
2008,2286,Tala,Vietnam,2019,Vietnam,Vietnam,70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,sweet,fatty,cardboard
2009,1868,Tan Ban Skrati,Suriname,2016,Suriname,"Paramaribo, batch 20160043-01",70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,floral,dry,
2010,2326,Taste Artisan,U.S.A,2019,Peru,Piura,75.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fig,,,
2011,2326,Taste Artisan,U.S.A,2019,Peru,Amazonas,75.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,blackberry,dirt,high roast,
2012,2262,Taste Artisan,U.S.A,2019,Venezuela,"Chuao, batch 20170714C",75.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,fatty,,
2013,2306,Taucherli,Switzerland,2019,Mexico,Mexico,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,fruit,sour,floral
2014,2306,Taucherli,Switzerland,2019,Nicaragua,Nicaragua,72.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,off,roasty,fatty
2015,180,Taza,U.S.A,2007,Dominican republic,"Dark, Stone Ground",70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sour banana,sweet,
2016,451,Taza,U.S.A,2009,Mexico,Chiapan,75.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,sweet,earthy,
2017,785,Taza,U.S.A,2011,Bolivia,Alto Beni,87.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grainy,blueberries,bitter,
2018,1271,Taza,U.S.A,2014,Belize,Belize,68.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coarse,watering,sweet,
2019,280,TCHO,U.S.A,2008,Madagascar,Citrus-beta,70.0,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,red berry,off note,
2020,199,TCHO,U.S.A,2008,Ghana,Chocolatey-beta,70.0,2.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sweet,swiss miss,vanilla
2021,280,TCHO,U.S.A,2008,Peru,Fruity-beta,70.0,2.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tangy,off,musty,sour
2022,284,TCHO,U.S.A,2008,Peru,Nutty-beta,70.0,2.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,musty,flat,
2023,387,TCHO,U.S.A,2009,Blend,TCHOPro 68,68.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,candy-like,,
2024,387,TCHO,U.S.A,2009,Blend,TCHOPro 60.5,60.0,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tea,sweet,astringent,
2025,1716,TCHO,U.S.A,2016,Blend,West Africa,62.0,2.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong vanilla,sweet,fatty,
2026,805,Tejas,U.S.A,2012,Dominican republic,Presidio,70.0,3.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,caramel,,
2027,971,Tejas,U.S.A,2012,Brazil,"Bahia, Floresta Azul,Good Friends Reserve#3",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,honey,pepper,charcoal,
2028,817,Tejas,U.S.A,2012,Ecuador,"La Bahia, w/ cane juice",70.0,3.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,rum,molasses,
